source_id,target_arti_id,ref_type,raw_citation
ART003054554,,인터넷자원,"<title>https://news.mtn.co.kr/news-detail/2023102009455428750</title>
          <author />
          <url><![CDATA[https://news.mtn.co.kr/news-detail/2023102009455428750]]></url>
          <citation-day />
          <site-name />
          <pubilisher />
          <registration-day />"
ART003054554,,인터넷자원,"<title>https://www.hani.co.kr/arti/society/society_general/989191.html</title>
          <author />
          <url><![CDATA[https://www.hani.co.kr/arti/society/society_general/989191.html]]></url>
          <citation-day />
          <site-name />
          <pubilisher />
          <registration-day />"
ART003054554,,인터넷자원,"<title>https://www.peoplepower21.org/publiclaw/1779884</title>
          <author />
          <url><![CDATA[https://www.peoplepower21.org/publiclaw/1779884]]></url>
          <citation-day />
          <site-name />
          <pubilisher />
          <registration-day />"
ART003049395,,,"<reference refebibl-id=""REF073096353"" type-code=""04"" type-name=""보고서"">
          <title>중국 기업의 소유구조와 경영성과</title>
          <author>강동수</author>
          <pubilisher>한국개발연구원</pubilisher>
          <pubi-year>2006</pubi-year>
          <page>-</page>"
ART003049395,,보고서,"<title>중국 국유기업과 한중 FTA</title>
          <author>송영관</author>
          <pubilisher>한국개발연구원</pubilisher>
          <pubi-year />
          <page>-</page>"
ART003049395,,단행본,"<title>The Immunity of States and Their Officials in International Criminal Law and International Human Rights Law</title>
          <author>Rosanne van Alebeek</author>
          <pubilisher>Oxford University Press</pubilisher>
          <pubi-year>2008</pubi-year>
          <page>-</page>"
ART003049395,,단행본,"<title>Principles of Public International Law</title>
          <author>Ian Brownlie</author>
          <pubilisher>Oxford University Press</pubilisher>
          <pubi-year>2008</pubi-year>
          <page>-</page>"
ART003049395,,단행본,"<title>International Law</title>
          <author>Barry E. Carter</author>
          <pubilisher>Brown and Company</pubilisher>
          <pubi-year>1991</pubi-year>
          <page>-</page>"
ART003049395,,단행본,"<title>The Law of State Immunity</title>
          <author>Hazel Fox</author>
          <pubilisher>Oxford University Press</pubilisher>
          <pubi-year>2004</pubi-year>
          <page>-</page>"
ART003049395,,단행본,"<title>Foreign Relations and National Security Law</title>
          <author>Thomas M. Franck</author>
          <pubilisher>West Publishing Co.</pubilisher>
          <pubi-year>1987</pubi-year>
          <page>-</page>"
ART003049395,,단행본,"<title>Public International Law</title>
          <author>Alina Kaczorowska</author>
          <pubilisher>Routledge</pubilisher>
          <pubi-year>2010</pubi-year>
          <page>-</page>"
ART003049395,,단행본,"<title>Peremptory Norms in International Law</title>
          <author>Alexander Orakhelashvili</author>
          <pubilisher>Oxford University Press</pubilisher>
          <pubi-year>2006</pubi-year>
          <page>-</page>"
ART003049395,,학술지(정기간행물),"<title>When Does an Entity Amount to an ‘Instrumentality of a Foreign Government’ Under the Foreign Corrupt Practices Act?: Emerging Judicial Guidelines</title>
          <author>Karl Boedecker</author>
          <journal-name>Journal of Law, Business &amp; Ethics</journal-name>
          <pubi-year>2015</pubi-year>
          <volume>21</volume>
          <isseue />
          <serno />
          <page>1-</page>
          <pubilisher />
          <doi />"
ART003049395,,학술지(정기간행물),"<title>The Foreign Sovereign Immunities Act and the Human Rights Violations</title>
          <author>Elizabeth Defeis</author>
          <journal-name>ILSA Journal of International and Comparative Law</journal-name>
          <pubi-year>2002</pubi-year>
          <volume>8</volume>
          <isseue />
          <serno />
          <page>363-</page>
          <pubilisher />
          <doi />"
ART003049395,,학술지(정기간행물),"<title>Interpreting the Foreign Sovereign Immunities Act: Reading or Construing the Text?</title>
          <author>Joseph W. Dellapenna</author>
          <journal-name>Lewis &amp; Clark Law Review</journal-name>
          <pubi-year>2011</pubi-year>
          <volume>15</volume>
          <isseue />
          <serno />
          <page>555-</page>
          <pubilisher />
          <doi />"
ART003049395,,학술지(정기간행물),"<title>Refining the Foreign Sovereign Immunities Act</title>
          <author>Joseph W. Dellapenna</author>
          <journal-name>Willamette J. Int'l L. &amp; Disp. Resol</journal-name>
          <pubi-year>2001</pubi-year>
          <volume>9</volume>
          <isseue />
          <serno />
          <page>57-</page>
          <pubilisher />
          <doi />"
ART003049395,,학술지(정기간행물),"<title>A Roadmap for Foreign Official Immunity Cases in U.S. Courts</title>
          <author>William S. Dodge</author>
          <journal-name>Fordham Law Review</journal-name>
          <pubi-year>2021</pubi-year>
          <volume>90</volume>
          <isseue />
          <serno />
          <page>677-</page>
          <pubilisher />
          <doi />"
ART003049395,,학술지(정기간행물),"<title>Antitrust Analysis of NOPEC Legislation</title>
          <author>Harry First</author>
          <journal-name>Loyola Consumer Law Review</journal-name>
          <pubi-year>2019</pubi-year>
          <volume>32</volume>
          <isseue />
          <serno />
          <page>83-</page>
          <pubilisher />
          <doi />"
ART003049395,,학술지(정기간행물),"<title>Globalized Corporate Prosecutions</title>
          <author>Brandon L. Garrett</author>
          <journal-name>Virginia Law Review</journal-name>
          <pubi-year>2011</pubi-year>
          <volume>97</volume>
          <isseue />
          <serno />
          <page>1775-</page>
          <pubilisher />
          <doi />"
ART003049395,,학술지(정기간행물),"<title>The Private Enforcement of National Security</title>
          <author>Maryam Jamshidi</author>
          <journal-name>Cornell Law Review</journal-name>
          <pubi-year>2023</pubi-year>
          <volume>108</volume>
          <isseue />
          <serno />
          <page>739-</page>
          <pubilisher />
          <doi />"
ART003049395,,학술지(정기간행물),"<title>The Political Economy of Foreign Sovereign Immunity</title>
          <author>Maryam Jamshidi</author>
          <journal-name>Hastings Law Journal</journal-name>
          <pubi-year>2022</pubi-year>
          <volume>73</volume>
          <isseue />
          <serno />
          <page>585-</page>
          <pubilisher />
          <doi />"
ART003049395,,학술지(정기간행물),"<title>Prosecuting Foreign States</title>
          <author>Chimѐne I. Keitner</author>
          <journal-name>Virginia Journal of International Law</journal-name>
          <pubi-year>2021</pubi-year>
          <volume>61</volume>
          <isseue />
          <serno />
          <page>221-</page>
          <pubilisher />
          <doi />"
ART003049395,,학술지(정기간행물),"<title>Intellectual Property Crimes</title>
          <author>Todd Kowalski</author>
          <journal-name>American Criminal Law Review</journal-name>
          <pubi-year>2023</pubi-year>
          <volume>60</volume>
          <isseue />
          <serno />
          <page>1003-</page>
          <pubilisher />
          <doi />"
ART003049395,,학술지(정기간행물),"<title>Lawfare for the Future</title>
          <author>Braden Leach</author>
          <journal-name>University of Illinois Journal of Law, Technology and Policy</journal-name>
          <pubi-year>2023</pubi-year>
          <volume>2023</volume>
          <isseue />
          <serno />
          <page>51-</page>
          <pubilisher />
          <doi />"
ART003049395,,학술지(정기간행물),"<title>When Foreign Is Criminal</title>
          <author>Margaret K. Lewis</author>
          <journal-name>Virginia Journal of International Law</journal-name>
          <pubi-year>2015</pubi-year>
          <volume>55</volume>
          <isseue />
          <serno />
          <page>625-</page>
          <pubilisher />
          <doi />"
ART003049395,,보고서,"<title>Non-U.S. Companies May Also Be Subject to the FCPA</title>
          <author>Daniel Margolis</author>
          <pubilisher />
          <pubi-year>2009</pubi-year>
          <page>-</page>"
ART003049395,,학술지(정기간행물),"<title>The Foreign Corrupt Practices Act and Its Application to U.S. Business Operations in China</title>
          <author>Eric M. Pedersen</author>
          <journal-name>Journal of International Business and Law</journal-name>
          <pubi-year>2008</pubi-year>
          <volume>7</volume>
          <isseue />
          <serno />
          <page>13-</page>
          <pubilisher />
          <doi />"
ART003049395,,학술지(정기간행물),"<title>A Legal Regime for State-Owned Companies in the Modern Era</title>
          <author>Phillip Riblett</author>
          <journal-name>Journal of Transnational Law &amp; Policy</journal-name>
          <pubi-year>2008</pubi-year>
          <volume>18</volume>
          <isseue />
          <serno />
          <page>1-</page>
          <pubilisher />
          <doi />"
ART003049395,,학술지(정기간행물),"<title>Fiddling on the Roof : Recent Developments in Cybersecurity</title>
          <author>Melanie J. Teplinsky</author>
          <journal-name>American University Business Law Review</journal-name>
          <pubi-year>2013</pubi-year>
          <volume>2</volume>
          <isseue />
          <serno />
          <page>225-</page>
          <pubilisher />
          <doi />"
ART002929522,,,"<reference refebibl-id=""REF066484965"" type-code=""01"" type-name=""학술지(정기간행물)"">
          <title>Regulating Standard Form of Consumer Contracts : The Legal Treatment of Selected Asian Jurisdictions</title>
          <author>A. A. Aziz</author>
          <journal-name>Asian Journal of Accounting and Governance</journal-name>
          <pubi-year>2010</pubi-year>
          <volume>1</volume>
          <isseue />
          <serno />
          <page>110-</page>
          <pubilisher />
          <doi />"
ART002929522,,학술지(정기간행물),"<title>Unravelling Smart Contracts : Smart Contracts and the Law of Rescission in Canada</title>
          <author>A. Luesley</author>
          <journal-name>Asper Review of International  Business and Trade Law</journal-name>
          <pubi-year>2019</pubi-year>
          <volume>19</volume>
          <isseue />
          <serno />
          <page>165-</page>
          <pubilisher />
          <doi />"
ART002929522,,학술지(정기간행물),"<title>SMART CONTRACTS &amp; BLOCKCHAIN: THE  PANACEA TO THE UNEQUAL BARGAINING POWER  OF CONSUMERS?</title>
          <author>A. Rab</author>
          <journal-name>INTERNATIONAL JOURNAL ON  CONSUMER LAW AND PRACTICE</journal-name>
          <pubi-year />
          <volume>8</volume>
          <isseue />
          <serno />
          <page>54-56</page>
          <pubilisher />
          <doi />"
ART002929522,,학술지(정기간행물),"<title>CONTRACT LAW 2. 0 : ‘Smart’ contracts as the beginning of the end of classic contract law</title>
          <author>A. Savelyev</author>
          <journal-name>Information &amp; Communications Technology Law</journal-name>
          <pubi-year>2017</pubi-year>
          <volume>26</volume>
          <isseue>2</isseue>
          <serno />
          <page>124-</page>
          <pubilisher />
          <doi />"
ART002929522,,보고서,"<title>CONTRACT LAW 2.0: «SMART» CONTRACTS AS  THE BEGINNING OF THE END OF CLASSIC  CONTRACT LAW</title>
          <author>A. Savelyev</author>
          <pubilisher>National Research  University Higher School of Economics</pubilisher>
          <pubi-year>2016</pubi-year>
          <page>12-</page>"
ART002929522,,학술지(정기간행물),"<title>Decentralized Blockchain Technology  and the Rise of Lex Cryptographia</title>
          <author>A. Wright</author>
          <journal-name>SSRN Electronic Journal</journal-name>
          <pubi-year>2015</pubi-year>
          <volume />
          <isseue />
          <serno />
          <page>48-</page>
          <pubilisher />
          <doi />"
ART002929522,,기타자료,"<title>Smart Contracts &amp; Legal Enforceability</title>
          <author>A. Wright</author>"
ART002929522,,인터넷자원,"<title>Blockchain (III): Smart Contracts and personal data</title>
          <author>aepd</author>
          <url><![CDATA[https://www.aepd.es/en/prensa-y-comunicacion/blog/blockchain-iii-smart-contracts-and-personal-data]]></url>
          <citation-day />
          <site-name />
          <pubilisher />
          <registration-day>2022</registration-day>"
ART002929522,,단행본,"<title>Rule  technologies: research, tools and applications</title>
          <author>B. Marino</author>
          <pubilisher />
          <pubi-year>2016</pubi-year>
          <page>154-</page>"
ART002929522,,기타자료,"<title>Smart Contract Templates:  foundations, design landscape and research direction</title>
          <author>C. D. Clark</author>"
ART002929522,,학술대회논문,"<title>Smart contracts - the new form of the legal agreements</title>
          <author>C. Ene</author>
          <conference-name>Proceedings of the 14th International Conference on Business  Excellence</conference-name>
          <pubi-year>2020</pubi-year>
          <volume />
          <isseue />
          <serno />
          <page>3-</page>
          <pubilisher />
          <doi />"
ART002929522,,학술지(정기간행물),"<title>Blockchain and law: Incompatible codes?</title>
          <author>C. Millard</author>
          <journal-name>Computer Law  &amp; Security Review</journal-name>
          <pubi-year>2018</pubi-year>
          <volume>34</volume>
          <isseue>4</isseue>
          <serno />
          <page>844-</page>
          <pubilisher />
          <doi />"
ART002929522,,기타자료,"<title>Smart Contracts: Is the Law Ready</title>
          <author>Chamber of Digital Commerce</author>"
ART002929522,,인터넷자원,"<title>Commonwealth Bank, Wells Fargo And Brighann  Cotton Pioneer Landmark Blockchain Trade Transaction</title>
          <author>Commbank</author>
          <url><![CDATA[https://www.commbank.com.au/guidance/newsroom/CBA-Wells-Fargo-blockchain-experiment-201610.html]]></url>
          <citation-day />
          <site-name />
          <pubilisher />
          <registration-day>2016</registration-day>"
ART002929522,,학술지(정기간행물),"<title>Story Blocks : Reimagining narrative through the blockchain</title>
          <author>D. Maxwell, C</author>
          <journal-name>The International Journal of Research into New Media Technologies</journal-name>
          <pubi-year>2017</pubi-year>
          <volume>23</volume>
          <isseue>1</isseue>
          <serno />
          <page>79-82</page>
          <pubilisher />
          <doi />"
ART002929522,,단행본,"<title>Blockchain and the Law</title>
          <author>D. Szostek</author>
          <pubilisher>Nomos</pubilisher>
          <pubi-year>2019</pubi-year>
          <page>42-</page>"
ART002929522,,학술지(정기간행물),"<title>The Impact of Blockchain Goes Beyond Financial Services</title>
          <author>D. Tapscott</author>
          <journal-name>HARVARD BUSINESS REVIEW</journal-name>
          <pubi-year>2016</pubi-year>
          <volume />
          <isseue />
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002929522,,기타자료,"<title>BLOCKCHAIN IN  LOGISTICS</title>
          <author>DHL Customer Solutions &amp; Innovation</author>"
ART002929522,,학술지(정기간행물),"<title>Smart contracts: A requiem</title>
          <author>E. Mik</author>
          <journal-name>Journal of Contract Law</journal-name>
          <pubi-year>2019</pubi-year>
          <volume />
          <isseue />
          <serno />
          <page>8-</page>
          <pubilisher />
          <doi />"
ART002929522,,단행본,"<title>Commentaries on European Contract Law</title>
          <author>G. Christandl</author>
          <pubilisher>Oxford University Press</pubilisher>
          <pubi-year>2018</pubi-year>
          <page>236-248</page>"
ART002929522,,보고서,"<title>Legal Research for Digital  Society (Ⅱ) - A Legal Study on the Smart Contract based on  Blockchain -</title>
          <author>Gyung-Young Jung</author>
          <pubilisher>Korea Legislation Research Institute</pubilisher>
          <pubi-year>2017</pubi-year>
          <page>37-39</page>"
ART002929522,,학술지(정기간행물),"<title>Computer Mediated Transaction</title>
          <author>H. R. Varian</author>
          <journal-name>American Economic Review</journal-name>
          <pubi-year>2010</pubi-year>
          <volume>100</volume>
          <isseue>2</isseue>
          <serno />
          <page>2-</page>
          <pubilisher />
          <doi />"
ART002929522,,학술지(정기간행물),"<title>Computable Contracts</title>
          <author>H. Surden</author>
          <journal-name>U.C. Davos Law Review</journal-name>
          <pubi-year>2012</pubi-year>
          <volume>46</volume>
          <isseue />
          <serno />
          <page>639-</page>
          <pubilisher />
          <doi />"
ART002929522,,인터넷자원,"<title>https://www.dirittodelrisparmio.it/wp-content/uploads/2019/09/Casal ini-Blockchain-and-smart-contracts-9_2019.pdf</title>
          <author />
          <url><![CDATA[https://www.dirittodelrisparmio.it/wp-content/uploads/2019/09/Casalini-Blockchain-and-smart-contracts-9_2019.pdf]]></url>
          <citation-day />
          <site-name />
          <pubilisher />
          <registration-day />"
ART002929522,,기타자료,"<title>GETTING SMART:  CONTRACTS ON THE BLOCKCHAIN</title>
          <author>Institute of International Finance</author>"
ART002929522,,학술지(정기간행물),"<title>Curb Your Enthusiasm: The Real Implications of Blockchain  in the Legal Industry</title>
          <author>J. Evans</author>
          <journal-name>Journal of Business, Enterpreneurship &amp;  the Law</journal-name>
          <pubi-year>2018</pubi-year>
          <volume>11</volume>
          <isseue>2</isseue>
          <serno />
          <page>280-</page>
          <pubilisher />
          <doi />"
ART002929522,,학술지(정기간행물),"<title>Lex Informatica: The Formulation of Information  Policy Rules through Technology</title>
          <author>J. R. Reidenberg</author>
          <journal-name>Texas Law Review</journal-name>
          <pubi-year>1998</pubi-year>
          <volume>76</volume>
          <isseue>3</isseue>
          <serno />
          <page>553-</page>
          <pubilisher />
          <doi />"
ART002929522,,학술대회논문,"<title>Blockchain and Smart Contract for Digital Certificate</title>
          <author>Jiin-Chiou Cheng</author>
          <conference-name>Proceedings of IEEE International Conference on Applied System Innovation</conference-name>
          <pubi-year>2018</pubi-year>
          <volume />
          <isseue />
          <serno />
          <page>1047-</page>
          <pubilisher />
          <doi />"
ART002929522,,학술지(정기간행물),"<title>Smart Contracts–How will  Blockchain Technology Affect Contractual Practices?</title>
          <author>K. Lauslahti</author>
          <journal-name>ETLA  Reports</journal-name>
          <pubi-year>2017</pubi-year>
          <volume />
          <isseue>68</isseue>
          <serno />
          <page>8-9</page>
          <pubilisher />
          <doi />"
ART002929522,,학술지(정기간행물),"<title>Contracts Ex Machina</title>
          <author>K. Werbach</author>
          <journal-name>DUKE LAW  JOURNAL</journal-name>
          <pubi-year />
          <volume>67</volume>
          <isseue />
          <serno />
          <page>368-</page>
          <pubilisher />
          <doi />"
ART002929522,,학술지(정기간행물),"<title>Algorithmic Contracts</title>
          <author>L. H. Scholz</author>
          <journal-name>Stanford Technology Law Review</journal-name>
          <pubi-year>2017</pubi-year>
          <volume>20</volume>
          <isseue />
          <serno />
          <page>128-169</page>
          <pubilisher />
          <doi />"
ART002929522,,학술대회논문,"<title>An empirical analysis of smart  contracts: platforms, applications, and design patterns</title>
          <author>M. Bartoletti</author>
          <conference-name>International Conference on Financial Cryptography and Data  Security</conference-name>
          <pubi-year>2017</pubi-year>
          <volume />
          <isseue />
          <serno />
          <page>501-</page>
          <pubilisher />
          <doi />"
ART002929522,,학술대회논문,"<title>Smart Contracts in View of  the Civil Code</title>
          <author>M. di Angelo</author>
          <conference-name>Proceedings of the 34th ACM/SIGAPP  Symposium on Applied Computing</conference-name>
          <pubi-year>2019</pubi-year>
          <volume />
          <isseue />
          <serno />
          <page>396-</page>
          <pubilisher />
          <doi />"
ART002929522,,인터넷자원,"<title>Algorithmic Trading &amp; Smart Contracts</title>
          <author>M. Duggal</author>
          <url><![CDATA[https://www.manuduggal.com/wp-content/uploads/2019/06/B2C2-v-Quoine-Manu-Duggal-2019-06.pdf]]></url>
          <citation-day />
          <site-name />
          <pubilisher />
          <registration-day />"
ART002929522,,학술지(정기간행물),"<title>Smart Contracts – Anwendungen  der Blockchain-Technologie</title>
          <author>M. Kaulartz</author>
          <journal-name>Computer und Recht</journal-name>
          <pubi-year>2016</pubi-year>
          <volume>32</volume>
          <isseue>9</isseue>
          <serno />
          <page>231-</page>
          <pubilisher />
          <doi />"
ART002929522,,학술지(정기간행물),"<title>THE LAW AND LEGALITY OF SMART CONTRACTS</title>
          <author>M. Raskin</author>
          <journal-name>GEORGETOWN LAW TECHNOLOGY REVIEW</journal-name>
          <pubi-year>2017</pubi-year>
          <volume>1</volume>
          <isseue>2</isseue>
          <serno />
          <page>322-</page>
          <pubilisher />
          <doi />"
ART002929522,,학술지(정기간행물),"<title>The Law and Legality of Smart Contracts</title>
          <author>M. Raskin</author>
          <journal-name>Georgetown Law Technology Review</journal-name>
          <pubi-year>2017</pubi-year>
          <volume>1</volume>
          <isseue>2</isseue>
          <serno />
          <page>412-</page>
          <pubilisher />
          <doi />"
ART002929522,,학술지(정기간행물),"<title>The Closing of Punitive Damages’Iron Cage</title>
          <author>Michael L. Rustad</author>
          <journal-name>Loy. L.A. L. Rev</journal-name>
          <pubi-year>1927</pubi-year>
          <volume>38</volume>
          <isseue />
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002929522,,인터넷자원,"<title>Blockchain Architecture Basics: Components, Structure,  Benefits &amp; Creation</title>
          <author>MLSDev</author>
          <url><![CDATA[https://mlsdev.medium.com/blockchain-architecture-basics-components-structure-benefits-creation-beace17c8e77]]></url>
          <citation-day />
          <site-name />
          <pubilisher />
          <registration-day>2019</registration-day>"
ART002929522,,학술지(정기간행물),"<title>Exploring the Legal Issues of Blockchain Applications</title>
          <author>N. Fulmer</author>
          <journal-name>Akron Law Review</journal-name>
          <pubi-year>2019</pubi-year>
          <volume>52</volume>
          <isseue>1</isseue>
          <serno />
          <page>175-</page>
          <pubilisher />
          <doi />"
ART002929522,,학술지(정기간행물),"<title>Formalizing and securing relationships on public  networks</title>
          <author>N. Szabo</author>
          <journal-name>First Monday</journal-name>
          <pubi-year>1997</pubi-year>
          <volume>2</volume>
          <isseue>9</isseue>
          <serno />
          <page>5-</page>
          <pubilisher />
          <doi />"
ART002929522,,보고서,"<title>Smart contracts: a new era of contract use</title>
          <author>P. Catchlove</author>
          <pubilisher>Queensland University of Technology</pubilisher>
          <pubi-year>2017</pubi-year>
          <page>8-9</page>"
ART002929522,,학술지(정기간행물),"<title>Micro-teaching : Concepts of Law : The Concept of Consideration in Contract Formation in Common Law Contracts</title>
          <author>P. Cooper</author>
          <journal-name>CASALC Review</journal-name>
          <pubi-year>2015</pubi-year>
          <volume>5</volume>
          <isseue>1</isseue>
          <serno />
          <page>134-134</page>
          <pubilisher />
          <doi />"
ART002929522,,단행본,"<title>The Common Law of Obligations</title>
          <author>P. J Cooke</author>
          <pubilisher>Butterworths</pubilisher>
          <pubi-year>1989</pubi-year>
          <page>26-</page>"
ART002929522,,학술지(정기간행물),"<title>Smart Contracts: Legal Agreements for the Blockchain</title>
          <author>R. O'Shields</author>
          <journal-name>NORTH CAROLINA BANKING INSTITUTE</journal-name>
          <pubi-year>2017</pubi-year>
          <volume>21</volume>
          <isseue>1</isseue>
          <serno />
          <page>179-</page>
          <pubilisher />
          <doi />"
ART002929522,,학술지(정기간행물),"<title>Law and Blockchain : a legal perspective on current regulatory trends worldwide</title>
          <author>S. Blemus</author>
          <journal-name>Revue Trimestrielle de Droit  Financier</journal-name>
          <pubi-year>2017</pubi-year>
          <volume />
          <isseue>4</isseue>
          <serno />
          <page>13-</page>
          <pubilisher />
          <doi />"
ART002929522,,학술지(정기간행물),"<title>A “Meeting of the Minds”: The Greater Illusion</title>
          <author>S. C. Damren</author>
          <journal-name>Law and Philosophy</journal-name>
          <pubi-year>1996</pubi-year>
          <volume>15</volume>
          <isseue>3</isseue>
          <serno />
          <page>271-</page>
          <pubilisher />
          <doi />"
ART002929522,,학술대회논문,"<title>An Introduction to Smart Contracts and Their Potential and Inherent Limitations</title>
          <author>S. D. Levi</author>
          <conference-name>Harvard Law  School Forum on Corporate Governance</conference-name>
          <pubi-year>2018</pubi-year>
          <volume />
          <isseue />
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002929522,,학술지(정기간행물),"<title>Blockchain : Current Challenges and Future Prospects/Applications</title>
          <author>S. Makridakis</author>
          <journal-name>Future Internet</journal-name>
          <pubi-year>2019</pubi-year>
          <volume>11</volume>
          <isseue>12</isseue>
          <serno />
          <page>258-</page>
          <pubilisher />
          <doi />"
ART002929522,,보고서,"<title>The Commercial Law of Bitcoin and  Blockchain Transactions</title>
          <author>S. McJohn</author>
          <pubilisher>Suffolk University Law School</pubilisher>
          <pubi-year />
          <page>10-</page>"
ART002929522,,보고서,"<title>Consensus-as-a-service: a brief report on the emergence  of permissioned, distributed ledger systems</title>
          <author>T. Swanson</author>
          <pubilisher />
          <pubi-year>2015</pubi-year>
          <page>15-</page>"
ART002929522,,보고서,"<title>Great Chain of Numbers: A Guide to Smart Contracts,  Smart Property and Trustless Asset Management</title>
          <author>T. Swanson</author>
          <pubilisher />
          <pubi-year>2014</pubi-year>
          <page>16-</page>"
ART002929522,,학술지(정기간행물),"<title>Theoretical Exploration of Supply Chain Viability Utilizing Blockchain Technology</title>
          <author>Weili Yin</author>
          <journal-name>Sustainability</journal-name>
          <pubi-year>2021</pubi-year>
          <volume>13</volume>
          <isseue />
          <serno />
          <page>3-</page>
          <pubilisher />
          <doi />"
ART002683296,,,"<reference refebibl-id=""REF058615855"" type-code=""01"" type-name=""학술지(정기간행물)"">
          <title>Ethical risks and coping strategies of medical artificial intelligence</title>
          <author>Bao AB</author>
          <journal-name>Medicine and Philosophy</journal-name>
          <pubi-year>2018</pubi-year>
          <volume />
          <isseue>6</isseue>
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002683296,,학술지(정기간행물),"<title>The form of thinking in the Pre-Freig period</title>
          <author>Chen ZF</author>
          <journal-name>Journal of Shanghai Jiaotong University (Philosophy and Social Sciences Edition)</journal-name>
          <pubi-year>2014</pubi-year>
          <volume />
          <isseue>1</isseue>
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002683296,,보고서,"<title>Development Planning for a New Generation of Artificial Intelligence</title>
          <author>China government website</author>
          <pubilisher />
          <pubi-year>2017</pubi-year>
          <page>-</page>"
ART002683296,,학술지(정기간행물),"<title>Electronic health record on the go: Device form factor and Fitts' law</title>
          <author>Drews Frank A</author>
          <journal-name>International Journal of Medical Informatics</journal-name>
          <pubi-year>2018</pubi-year>
          <volume />
          <isseue>111</isseue>
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002683296,,인터넷자원,"<title>Experts recommend that the law be implemented to achieve special respect and protection for in vitro fertilized eggs</title>
          <author />
          <url><![CDATA[http://news.ifeng.com/a/20141015/42205404_0.shtml]]></url>
          <citation-day />
          <site-name />
          <pubilisher />
          <registration-day>2014</registration-day>"
ART002683296,,학술지(정기간행물),"<title>Confidential Care for Adolescents in the U.S. Health Care System</title>
          <author>Pathak Priya R</author>
          <journal-name>Journal of Patient–Centered Research and Reviews</journal-name>
          <pubi-year>2019</pubi-year>
          <volume />
          <isseue>1</isseue>
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002683296,,학술지(정기간행물),"<title>The application and challenge of artificial intelligence in the field of medical and health</title>
          <author>Jin CL</author>
          <journal-name>Health Economic Research</journal-name>
          <pubi-year>2018</pubi-year>
          <volume />
          <isseue>11</isseue>
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002683296,,학술지(정기간행물),"<title>Translating cancer genomics into precision medicine with artifificial intelligence: applications, challenges and future perspectives</title>
          <author>J Xu</author>
          <journal-name>Hum Genet</journal-name>
          <pubi-year>2019</pubi-year>
          <volume />
          <isseue>2</isseue>
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002683296,,학술지(정기간행물),"<title>Discussion on artificial intelligence and social ethics</title>
          <author>Liu YH</author>
          <journal-name>Robotics and Applications</journal-name>
          <pubi-year>2017</pubi-year>
          <volume />
          <isseue>5</isseue>
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002683296,,학술지(정기간행물),"<title>Application and Adjustment of Medical Damage Liability Rules from Perspective of Artificial Intelligence</title>
          <author>LI Run-sheng</author>
          <journal-name>Journal of Shenzhen University(Humanities &amp; Social Sciences)</journal-name>
          <pubi-year>2019</pubi-year>
          <volume />
          <isseue>6</isseue>
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002683296,,학술지(정기간행물),"<title>Institutional arrangement and legal regulation in the age of artificial intelligence</title>
          <author>Wu HD</author>
          <journal-name>Legal Science (Journal of Northwest University of Political Science and Law)</journal-name>
          <pubi-year>2017</pubi-year>
          <volume />
          <isseue>5</isseue>
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002683296,,인터넷자원,"<title>Tort Liability Law of the People’s Republic of China(adopted at the Twelfth Meeting of the Standing Committee of the 11th National People’s Congress on December 26, 2009)</title>
          <author />
          <url><![CDATA[http//www.npc.gov.cn/npc/lfzt/rlyw/2016-07/01/content_1992753.htm]]></url>
          <citation-day />
          <site-name />
          <pubilisher />
          <registration-day>2009</registration-day>"
ART002683296,,학술지(정기간행물),"<title>Analysis on Ethical Issues of the Application of Artificial Intelligence in Health Industry</title>
          <author>UI Pan</author>
          <journal-name>Chinese Medical Ethical</journal-name>
          <pubi-year>2019</pubi-year>
          <volume>32</volume>
          <isseue>12</isseue>
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002683296,,학술지(정기간행물),"<title>Application of artificial intelligence in biomedical field and research on coping strategies of legal ethics</title>
          <author>Yan J</author>
          <journal-name>Smart Talk,</journal-name>
          <pubi-year>2017</pubi-year>
          <volume />
          <isseue>12</isseue>
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
ART002683296,,학술지(정기간행물),"<title>Intelligent machines with moral responsibility as “others” - a possibility for artificial intelligence to become moral agents</title>
          <author>Zhang Zhengqing</author>
          <journal-name>Morality and Civilization</journal-name>
          <pubi-year>2018</pubi-year>
          <volume />
          <isseue>4</isseue>
          <serno />
          <page>-</page>
          <pubilisher />
          <doi />"
